diagnosedatum;kanton;bezirk;gemeinde;seuchengruppe;tierseuche;tierart;tierkategorie;anzahlinfizierterfaelle;anzahlgetoetefaelle
"17.03.2011";"Bern";"Signau";"Langnau im Emmental";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";2;0
"06.04.2011";"Bern";"Bern";"Zollikofen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"20.04.2011";"Bern";"Schwarzenburg";"Guggisberg";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"31.03.2011";"Bern";"Seftigen";"Wald (BE)";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"01.04.2011";"Bern";"Signau";"Lauperswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"01.04.2011";"Bern";"Signau";"Lauperswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"04.04.2011";"Bern";"Bern";"Vechigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"04.04.2011";"Bern";"Signau";"Rüderswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"04.04.2011";"Bern";"Frutigen";"Frutigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"04.04.2011";"Bern";"Oberaargau";"Huttwil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"04.04.2011";"Bern";"Konolfingen";"Worb";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"04.04.2011";"Bern";"Trachselwald";"Huttwil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"04.04.2011";"Bern";"Trachselwald";"Huttwil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"04.04.2011";"Bern";"Signau";"Rüderswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"05.04.2011";"Bern";"Aarwangen";"Rohrbachgraben";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"06.04.2011";"Bern";"Wangen";"Seeberg";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"06.04.2011";"Bern";"Wangen";"Ochlenberg";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"06.04.2011";"Bern";"Wangen";"Ochlenberg";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"06.04.2011";"Bern";"Seftigen";"Burgistein";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"06.04.2011";"Bern";"Oberaargau";"Niederönz";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"06.04.2011";"Bern";"Wangen";"Ochlenberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"06.04.2011";"Bern";"Seftigen";"Burgistein";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"06.04.2011";"Bern";"Seftigen";"Burgistein";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"07.04.2011";"Bern";"Konolfingen";"Worb";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"07.04.2011";"Bern";"Schwarzenburg";"Wahlern";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"07.04.2011";"Bern";"Konolfingen";"Bowil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"07.04.2011";"Bern";"Wangen";"Herzogenbuchsee";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"07.04.2011";"Bern";"Schwarzenburg";"Wahlern";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"08.04.2011";"Bern";"Seftigen";"Kirchdorf (BE)";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"08.04.2011";"Bern";"Signau";"Signau";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"08.04.2011";"Bern";"Konolfingen";"Münsingen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Bern";"Vechigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"14.04.2011";"Bern";"Thun";"Pohlern";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"13.05.2011";"Bern";"Bern";"Wohlen bei Bern";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"11.04.2011";"Bern";"Trachselwald";"Lützelflüh";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Trachselwald";"Lützelflüh";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Oberaargau";"Thörigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Wangen";"Herzogenbuchsee";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Büren";"Lengnau (BE)";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Büren";"Diessbach bei Büren";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Seftigen";"Mühlethurnen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Konolfingen";"Worb";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Konolfingen";"Wichtrach";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Konolfingen";"Brenzikofen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Burgdorf";"Krauchthal";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Seftigen";"Wald (BE)";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Burgdorf";"Oberburg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Trachselwald";"Lützelflüh";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Konolfingen";"Wichtrach";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Oberaargau";"Thörigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Bern";"Vechigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Trachselwald";"Lützelflüh";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Wangen";"Ochlenberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Konolfingen";"Oppligen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"12.04.2011";"Bern";"Wangen";"Heimenhausen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"12.04.2011";"Bern";"Oberaargau";"Aarwangen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"12.04.2011";"Bern";"Thun (bis 2010)";"Blumenstein";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"12.04.2011";"Bern";"Bern";"Bolligen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"12.04.2011";"Bern";"Bern";"Bolligen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"12.04.2011";"Bern";"Signau";"Langnau im Emmental";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"12.04.2011";"Bern";"Wangen";"Heimenhausen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"13.04.2011";"Bern";"Burgdorf";"Krauchthal";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"13.04.2011";"Bern";"Trachselwald";"Rüegsau";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"13.04.2011";"Bern";"Konolfingen";"Rubigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"13.04.2011";"Bern";"Emmental";"Lützelflüh";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"13.04.2011";"Bern";"Trachselwald";"Sumiswald";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"13.04.2011";"Bern";"Thun (bis 2010)";"Forst-Längenbühl";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"13.04.2011";"Bern";"";"Forst-Längenbühl";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"13.04.2011";"Bern";"Aarwangen";"Madiswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"11.04.2011";"Bern";"Trachselwald";"Walterswil (BE)";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";5;0
"12.05.2011";"Bern";"Konolfingen";"Oberdiessbach";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"13.04.2011";"Bern";"Trachselwald";"Huttwil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"13.04.2011";"Bern";"Trachselwald";"Huttwil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"13.04.2011";"Bern";"Trachselwald";"Sumiswald";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"13.04.2011";"Bern";"Seftigen";"Gurzelen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"13.04.2011";"Bern";"Thun (bis 2010)";"Forst-Längenbühl";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"13.04.2011";"Bern";"Trachselwald";"Trachselwald";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"13.04.2011";"Bern";"Burgdorf";"Krauchthal";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"14.04.2011";"Bern";"Bern";"Oberbalm";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"14.04.2011";"Bern";"Bern";"Oberbalm";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"14.04.2011";"Bern";"Thun (bis 2010)";"Heimberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"14.04.2011";"Bern";"Burgdorf";"Oberburg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"14.04.2011";"Bern";"Bern";"Oberbalm";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"14.04.2011";"Bern";"Bern";"Köniz";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"14.04.2011";"Bern";"Bern";"Oberbalm";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"14.04.2011";"Bern";"Bern";"Oberbalm";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"15.04.2011";"Bern";"Wangen";"Oberbipp";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"15.04.2011";"Bern";"Laupen";"Neuenegg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"15.04.2011";"Bern";"Signau";"Lauperswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.04.2011";"Bern";"Konolfingen";"Wichtrach";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.04.2011";"Bern";"Trachselwald";"Affoltern im Emmental";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.04.2011";"Bern";"Trachselwald";"Affoltern im Emmental";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"20.04.2011";"Bern";"Oberhasli";"Schattenhalb";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"20.04.2011";"Bern";"Oberhasli";"Meiringen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"20.04.2011";"Bern";"Oberhasli";"Schattenhalb";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"21.04.2011";"Bern";"Burgdorf";"Hasle bei Burgdorf";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"21.04.2011";"Bern";"Nidau";"Schwadernau";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"21.04.2011";"Bern";"Nidau";"Schwadernau";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"26.04.2011";"Bern";"Biel";"Biel (BE)";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"26.04.2011";"Bern";"Büren";"Dotzigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"26.04.2011";"Bern";"Biel";"Biel (BE)";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"26.04.2011";"Bern";"Nidau";"Mörigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"26.04.2011";"Bern";"Nidau";"Jens";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Konolfingen";"Walkringen";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Niedersimmental";"Niederstocken";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Konolfingen";"Arni (BE)";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Konolfingen";"Oberthal";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Konolfingen";"Bowil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Konolfingen";"Landiswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Konolfingen";"Biglen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Konolfingen";"Bowil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Konolfingen";"Walkringen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Konolfingen";"Walkringen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Seftigen";"Rüeggisberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Konolfingen";"Münsingen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Konolfingen";"Rubigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Konolfingen";"Brenzikofen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Konolfingen";"Oberdiessbach";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Konolfingen";"Oppligen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Oberhasli";"Schattenhalb";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Seftigen";"Rüeggisberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Konolfingen";"Bowil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Oberhasli";"Schattenhalb";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2011";"Bern";"Oberhasli";"Schattenhalb";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.05.2011";"Bern";"Thun (bis 2010)";"Sigriswil";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"28.04.2011";"Bern";"Fraubrunnen";"Deisswil bei Münchenbuchsee";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Fraubrunnen";"Fraubrunnen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Fraubrunnen";"Limpach";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Thun (bis 2010)";"Steffisburg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Thun (bis 2010)";"Homberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Thun (bis 2010)";"Steffisburg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Thun (bis 2010)";"Buchholterberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Konolfingen";"Bleiken bei Oberdiessbach";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Thun (bis 2010)";"Buchholterberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Thun (bis 2010)";"Buchholterberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Burgdorf";"Heimiswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Seftigen";"Belp";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Bern-Mittelland";"Riggisberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Konolfingen";"Häutligen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Konolfingen";"Niederhünigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Konolfingen";"Konolfingen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Burgdorf";"Hasle bei Burgdorf";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Signau";"Lauperswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Bern";"Köniz";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Bern";"Oberbalm";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Konolfingen";"Häutligen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Konolfingen";"Häutligen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Konolfingen";"Konolfingen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"28.04.2011";"Bern";"Konolfingen";"Konolfingen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.04.2011";"Bern";"Oberhasli";"Gadmen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.04.2011";"Bern";"Signau";"Signau";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.04.2011";"Bern";"Signau";"Signau";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.04.2011";"Bern";"Schwarzenburg";"Wahlern";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.04.2011";"Bern";"Schwarzenburg";"Guggisberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.04.2011";"Bern";"Konolfingen";"Zäziwil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.04.2011";"Bern";"Thun (bis 2010)";"Eriz";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.04.2011";"Bern";"Thun (bis 2010)";"Eriz";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.04.2011";"Bern";"Niedersimmental";"Spiez";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.04.2011";"Bern";"Aarwangen";"Gondiswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.04.2011";"Bern";"Konolfingen";"Zäziwil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"02.05.2011";"Bern";"Konolfingen";"Wichtrach";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"02.05.2011";"Bern";"Nidau";"Twann";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"02.05.2011";"Bern";"Oberaargau";"Huttwil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"02.05.2011";"Bern";"Trachselwald";"Huttwil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"02.05.2011";"Bern";"Nidau";"Twann";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"03.05.2011";"Bern";"Burgdorf";"Wynigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"02.05.2011";"Bern";"Konolfingen";"Zäziwil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"02.05.2011";"Bern";"Konolfingen";"Häutligen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"10.05.2011";"Bern";"Fraubrunnen";"Utzenstorf";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"23.05.2011";"Bern";"Konolfingen";"Aeschlen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"02.05.2011";"Bern";"Konolfingen";"Konolfingen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"02.05.2011";"Bern";"Konolfingen";"Konolfingen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"02.05.2011";"Bern";"Trachselwald";"Affoltern im Emmental";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"02.05.2011";"Bern";"Nidau";"Twann";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"03.05.2011";"Bern";"Nidau";"Twann";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"03.05.2011";"Bern";"Burgdorf";"Krauchthal";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"03.05.2011";"Bern";"Oberhasli";"Schattenhalb";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"03.05.2011";"Bern";"Oberhasli";"Schattenhalb";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"05.05.2011";"Bern";"Seftigen";"Belp";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"06.05.2011";"Bern";"Oberhasli";"Meiringen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"06.05.2011";"Bern";"Thun (bis 2010)";"Thun";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"06.05.2011";"Bern";"Burgdorf";"Heimiswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"09.05.2011";"Bern";"Konolfingen";"Herbligen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"09.05.2011";"Bern";"Oberhasli";"Schattenhalb";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"09.05.2011";"Bern";"Konolfingen";"Bowil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"09.05.2011";"Bern";"Bern-Mittelland";"Bowil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"09.05.2011";"Bern";"Konolfingen";"Arni (BE)";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"09.05.2011";"Bern";"Konolfingen";"Zäziwil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"09.05.2011";"Bern";"Trachselwald";"Walterswil (BE)";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"09.05.2011";"Bern";"Burgdorf";"Oberburg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"12.05.2011";"Bern";"Oberhasli";"Gadmen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"12.05.2011";"Bern";"Konolfingen";"Rubigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"12.05.2011";"Bern";"Konolfingen";"Worb";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"13.05.2011";"Bern";"Trachselwald";"Sumiswald";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
